序号,当前微博作者,微博内容,VIP,发布时间,当前微博转发数,当前微博评论数,被转发微博作者,被转微博内容,被转作者是否VIP,被转微博转发数,被转微博评论数,被转微博发布时间
539,me-loser,我还记得中学时候看你的《走进金字塔》，看见那里面的卡扎菲……//@唐师曾：有人像掌握法宝般比对萨克奇对卡扎菲的转身，当然，迪斯雷利“没有永恒的……”那句名言不错。但是，一旦政客下令朝人民射击，那性质就不同了，就等于宣判自己死刑。,FALSE,2011/8/22 15:09,0,0,唐师曾,纷纷往外摘自己，还说卡扎菲是阿扁的朋友，真逗！ http://t.cn/h5juB7,FALSE,404,161,2011/8/22 9:59
555,me-loser,我还记得中学时候看你的《走进金字塔》，看见那里面的卡扎菲……//@唐师曾：有人像掌握法宝般比对萨克奇对卡扎菲的转身，当然，迪斯雷利“没有永恒的……”那句名言不错。但是，一旦政客下令朝人民射击，那性质就不同了，就等于宣判自己死刑。,FALSE,2011/8/22 15:09,0,0,唐师曾,纷纷往外摘自己，还说卡扎菲是阿扁的朋友，真逗！ http://t.cn/h5juB7,FALSE,404,161,2011/8/22 9:59
571,me-loser,我还记得中学时候看你的《走进金字塔》，看见那里面的卡扎菲……//@唐师曾：有人像掌握法宝般比对萨克奇对卡扎菲的转身，当然，迪斯雷利“没有永恒的……”那句名言不错。但是，一旦政客下令朝人民射击，那性质就不同了，就等于宣判自己死刑。,FALSE,2011/8/22 15:09,0,0,唐师曾,纷纷往外摘自己，还说卡扎菲是阿扁的朋友，真逗！ http://t.cn/h5juB7,FALSE,404,161,2011/8/22 9:59
587,me-loser,我还记得中学时候看你的《走进金字塔》，看见那里面的卡扎菲……//@唐师曾：有人像掌握法宝般比对萨克奇对卡扎菲的转身，当然，迪斯雷利“没有永恒的……”那句名言不错。但是，一旦政客下令朝人民射击，那性质就不同了，就等于宣判自己死刑。,FALSE,2011/8/22 15:09,0,0,唐师曾,纷纷往外摘自己，还说卡扎菲是阿扁的朋友，真逗！ http://t.cn/h5juB7,FALSE,404,161,2011/8/22 9:59
452,nemo-aka-nihi,排队等候中//@Rainbo彩虹仔：振奋人心!//@木智工坊：好消息！//@横戈：所有的卡扎菲都会是同样结果，接下来朝鲜赶紧吧！当然还有我们 [蜡烛]  //@雷颐：//@张羽魔法书：所有的卡扎菲都会是同样结果~[耶] //@染香她爹：//@金会明VVVVVVV:民众己经过河，当权者还在河那边假装摸石头。,FALSE,2011/8/22 15:08,0,0,红袍_萤火虫,【利比亚解放】半小时前，来自班加西的反卡军队长驱直入，兵不血刃地占领了首都，俘获了卡扎菲。卫戍部队投降，民众夹道欢迎。这一切的一切，都让人想起8年前的巴格达！大厦将倾，而独裁者还在梦呓，活在自己的迷梦里，要“几百万人民保卫利比亚”，自以为是国家的全能代表，真是可笑、可叹、复可悲！,FALSE,930,400,2011/8/22 7:43
468,nemo-aka-nihi,排队等候中//@Rainbo彩虹仔：振奋人心!//@木智工坊：好消息！//@横戈：所有的卡扎菲都会是同样结果，接下来朝鲜赶紧吧！当然还有我们 [蜡烛]  //@雷颐：//@张羽魔法书：所有的卡扎菲都会是同样结果~[耶] //@染香她爹：//@金会明VVVVVVV:民众己经过河，当权者还在河那边假装摸石头。,FALSE,2011/8/22 15:08,0,0,红袍_萤火虫,【利比亚解放】半小时前，来自班加西的反卡军队长驱直入，兵不血刃地占领了首都，俘获了卡扎菲。卫戍部队投降，民众夹道欢迎。这一切的一切，都让人想起8年前的巴格达！大厦将倾，而独裁者还在梦呓，活在自己的迷梦里，要“几百万人民保卫利比亚”，自以为是国家的全能代表，真是可笑、可叹、复可悲！,FALSE,930,400,2011/8/22 7:43
484,nemo-aka-nihi,排队等候中//@Rainbo彩虹仔：振奋人心!//@木智工坊：好消息！//@横戈：所有的卡扎菲都会是同样结果，接下来朝鲜赶紧吧！当然还有我们 [蜡烛]  //@雷颐：//@张羽魔法书：所有的卡扎菲都会是同样结果~[耶] //@染香她爹：//@金会明VVVVVVV:民众己经过河，当权者还在河那边假装摸石头。,FALSE,2011/8/22 15:08,0,0,红袍_萤火虫,【利比亚解放】半小时前，来自班加西的反卡军队长驱直入，兵不血刃地占领了首都，俘获了卡扎菲。卫戍部队投降，民众夹道欢迎。这一切的一切，都让人想起8年前的巴格达！大厦将倾，而独裁者还在梦呓，活在自己的迷梦里，要“几百万人民保卫利比亚”，自以为是国家的全能代表，真是可笑、可叹、复可悲！,FALSE,930,400,2011/8/22 7:43
720,难得陈词滥调_e87,面对这些，@染香 会说什么？期待ing。[围观] //@天行健-索隆：//@建筑狂人: 恭喜！ //@木智工坊:好 //@横戈：所有的卡扎菲都会是同样结果，接下来朝鲜赶紧吧！当然还有我们 [蜡烛] //@雷颐： //@张羽魔法书：所有的卡扎菲都会是同样结果~[耶] //@染香她爹： //@金会明VVVVVVV:民众己经过河，当权者还在,FALSE,2011/8/22 15:10,0,0,红袍_萤火虫,【利比亚解放】半小时前，来自班加西的反卡军队长驱直入，兵不血刃地占领了首都，俘获了卡扎菲。卫戍部队投降，民众夹道欢迎。这一切的一切，都让人想起8年前的巴格达！大厦将倾，而独裁者还在梦呓，活在自己的迷梦里，要“几百万人民保卫利比亚”，自以为是国家的全能代表，真是可笑、可叹、复可悲！,FALSE,932,401,2011/8/22 7:43
735,难得陈词滥调_e87,面对这些，@染香 会说什么？期待ing。[围观] //@天行健-索隆：//@建筑狂人: 恭喜！ //@木智工坊:好 //@横戈：所有的卡扎菲都会是同样结果，接下来朝鲜赶紧吧！当然还有我们 [蜡烛] //@雷颐： //@张羽魔法书：所有的卡扎菲都会是同样结果~[耶] //@染香她爹： //@金会明VVVVVVV:民众己经过河，当权者还在,FALSE,2011/8/22 15:10,0,0,红袍_萤火虫,【利比亚解放】半小时前，来自班加西的反卡军队长驱直入，兵不血刃地占领了首都，俘获了卡扎菲。卫戍部队投降，民众夹道欢迎。这一切的一切，都让人想起8年前的巴格达！大厦将倾，而独裁者还在梦呓，活在自己的迷梦里，要“几百万人民保卫利比亚”，自以为是国家的全能代表，真是可笑、可叹、复可悲！,FALSE,932,401,2011/8/22 7:43
715,Industech,接下来，需要利比亚人民好好把握住机会，让权力回到人民中去，让人民享受到公平，公正，自由，民主的社会，不要再次出现一个卡扎菲。,FALSE,2011/8/22 15:10,0,0,老榕,快讯：据BBC(10分钟前）在一片庆祝的枪声中，叫Abdul Hakim的的黎波里居民对BBC说；“我们将建立一个新国家。我们将向前进，不再向后看，与全世界所有国家建立良好的关系。”他说的时候，街上的人们在分享蛋糕、饮料，互相拥抱。“这是人民长久以来对自由的渴望。今夜每个人都享受到了自由的味道。”,FALSE,3797,1540,2011/8/22 6:07
730,Industech,接下来，需要利比亚人民好好把握住机会，让权力回到人民中去，让人民享受到公平，公正，自由，民主的社会，不要再次出现一个卡扎菲。,FALSE,2011/8/22 15:10,0,0,老榕,快讯：据BBC(10分钟前）在一片庆祝的枪声中，叫Abdul Hakim的的黎波里居民对BBC说；“我们将建立一个新国家。我们将向前进，不再向后看，与全世界所有国家建立良好的关系。”他说的时候，街上的人们在分享蛋糕、饮料，互相拥抱。“这是人民长久以来对自由的渴望。今夜每个人都享受到了自由的味道。”,FALSE,3797,1540,2011/8/22 6:07
494,小心翼翼的希望,吴祚来：卡扎菲半夜被枪声惊醒，问没有睡觉的大儿子，我们的老朋友有消息没有？大儿子说，我们的老朋友，正在陪他们的美国副总统吃完炸酱面，又去成都吃小吃的了。他们说要与美国坐一条船。卡扎菲举枪准备自杀。他儿子见状，制止。说，那儿还有几个红色网站，有数以万计的网友支持我们，他们会来救咱们,FALSE,2011/8/22 15:09,0,0,史料味辑,茅于轼：《所谓敌对势力》是政治家制造的名词。老百姓不会跟谁无故敌对起来。政治家不同，他们担心统治地位不保，把想当统治者和不同意见的人都看成是敌对分子。统治者要特权，百姓要人权，两者一冲突。要人权那些人就成了敌对分子，政治家的敌对分子就是人权受到侵犯的那些人.,FALSE,932,269,2011/8/21 19:08
509,小心翼翼的希望,吴祚来：卡扎菲半夜被枪声惊醒，问没有睡觉的大儿子，我们的老朋友有消息没有？大儿子说，我们的老朋友，正在陪他们的美国副总统吃完炸酱面，又去成都吃小吃的了。他们说要与美国坐一条船。卡扎菲举枪准备自杀。他儿子见状，制止。说，那儿还有几个红色网站，有数以万计的网友支持我们，他们会来救咱们,FALSE,2011/8/22 15:09,0,0,史料味辑,茅于轼：《所谓敌对势力》是政治家制造的名词。老百姓不会跟谁无故敌对起来。政治家不同，他们担心统治地位不保，把想当统治者和不同意见的人都看成是敌对分子。统治者要特权，百姓要人权，两者一冲突。要人权那些人就成了敌对分子，政治家的敌对分子就是人权受到侵犯的那些人.,FALSE,932,269,2011/8/21 19:08
524,小心翼翼的希望,吴祚来：卡扎菲半夜被枪声惊醒，问没有睡觉的大儿子，我们的老朋友有消息没有？大儿子说，我们的老朋友，正在陪他们的美国副总统吃完炸酱面，又去成都吃小吃的了。他们说要与美国坐一条船。卡扎菲举枪准备自杀。他儿子见状，制止。说，那儿还有几个红色网站，有数以万计的网友支持我们，他们会来救咱们,FALSE,2011/8/22 15:09,0,0,史料味辑,茅于轼：《所谓敌对势力》是政治家制造的名词。老百姓不会跟谁无故敌对起来。政治家不同，他们担心统治地位不保，把想当统治者和不同意见的人都看成是敌对分子。统治者要特权，百姓要人权，两者一冲突。要人权那些人就成了敌对分子，政治家的敌对分子就是人权受到侵犯的那些人.,FALSE,932,269,2011/8/21 19:08
551,小心翼翼的希望,吴祚来：卡扎菲半夜被枪声惊醒，问没有睡觉的大儿子，我们的老朋友有消息没有？大儿子说，我们的老朋友，正在陪他们的美国副总统吃完炸酱面，又去成都吃小吃的了。他们说要与美国坐一条船。卡扎菲举枪准备自杀。他儿子见状，制止。说，那儿还有几个红色网站，有数以万计的网友支持我们，他们会来救咱们,FALSE,2011/8/22 15:09,0,0,史料味辑,茅于轼：《所谓敌对势力》是政治家制造的名词。老百姓不会跟谁无故敌对起来。政治家不同，他们担心统治地位不保，把想当统治者和不同意见的人都看成是敌对分子。统治者要特权，百姓要人权，两者一冲突。要人权那些人就成了敌对分子，政治家的敌对分子就是人权受到侵犯的那些人.,FALSE,932,269,2011/8/21 19:08
567,小心翼翼的希望,吴祚来：卡扎菲半夜被枪声惊醒，问没有睡觉的大儿子，我们的老朋友有消息没有？大儿子说，我们的老朋友，正在陪他们的美国副总统吃完炸酱面，又去成都吃小吃的了。他们说要与美国坐一条船。卡扎菲举枪准备自杀。他儿子见状，制止。说，那儿还有几个红色网站，有数以万计的网友支持我们，他们会来救咱们,FALSE,2011/8/22 15:09,0,0,史料味辑,茅于轼：《所谓敌对势力》是政治家制造的名词。老百姓不会跟谁无故敌对起来。政治家不同，他们担心统治地位不保，把想当统治者和不同意见的人都看成是敌对分子。统治者要特权，百姓要人权，两者一冲突。要人权那些人就成了敌对分子，政治家的敌对分子就是人权受到侵犯的那些人.,FALSE,932,269,2011/8/21 19:08
583,小心翼翼的希望,吴祚来：卡扎菲半夜被枪声惊醒，问没有睡觉的大儿子，我们的老朋友有消息没有？大儿子说，我们的老朋友，正在陪他们的美国副总统吃完炸酱面，又去成都吃小吃的了。他们说要与美国坐一条船。卡扎菲举枪准备自杀。他儿子见状，制止。说，那儿还有几个红色网站，有数以万计的网友支持我们，他们会来救咱们,FALSE,2011/8/22 15:09,0,0,史料味辑,茅于轼：《所谓敌对势力》是政治家制造的名词。老百姓不会跟谁无故敌对起来。政治家不同，他们担心统治地位不保，把想当统治者和不同意见的人都看成是敌对分子。统治者要特权，百姓要人权，两者一冲突。要人权那些人就成了敌对分子，政治家的敌对分子就是人权受到侵犯的那些人.,FALSE,932,269,2011/8/21 19:08
599,小心翼翼的希望,吴祚来：卡扎菲半夜被枪声惊醒，问没有睡觉的大儿子，我们的老朋友有消息没有？大儿子说，我们的老朋友，正在陪他们的美国副总统吃完炸酱面，又去成都吃小吃的了。他们说要与美国坐一条船。卡扎菲举枪准备自杀。他儿子见状，制止。说，那儿还有几个红色网站，有数以万计的网友支持我们，他们会来救咱们,FALSE,2011/8/22 15:09,0,0,史料味辑,茅于轼：《所谓敌对势力》是政治家制造的名词。老百姓不会跟谁无故敌对起来。政治家不同，他们担心统治地位不保，把想当统治者和不同意见的人都看成是敌对分子。统治者要特权，百姓要人权，两者一冲突。要人权那些人就成了敌对分子，政治家的敌对分子就是人权受到侵犯的那些人.,FALSE,932,269,2011/8/21 19:08
498,丰色木木0028,葵支我喜欢拉梦伙食标准@齐中国女足3:充旁推荐好为视衬中国女足硬傻军雪 //@#婚姻法新解释惹争议#型:刊准考证号太删卡扎菲Q //@检别O：收下了冒群蛋视轧,FALSE,2011/8/22 15:09,0,0,Reng妍瑛,"真是无法想象以前胖子的生活，自从上次我减肥成功后，很多人都来问我如何减肥成功的,我的QQ已经被加爆满了，开个微博分享下我的减肥经验,其实很简单http://t.cn/anLqsY 我就是用这个瘦了24斤，减肥感受：很健康也不需要绝食！很适合我这种懒人",FALSE,5027,8,2011/8/17 21:57
513,丰色木木0028,葵支我喜欢拉梦伙食标准@齐中国女足3:充旁推荐好为视衬中国女足硬傻军雪 //@#婚姻法新解释惹争议#型:刊准考证号太删卡扎菲Q //@检别O：收下了冒群蛋视轧,FALSE,2011/8/22 15:09,0,0,Reng妍瑛,"真是无法想象以前胖子的生活，自从上次我减肥成功后，很多人都来问我如何减肥成功的,我的QQ已经被加爆满了，开个微博分享下我的减肥经验,其实很简单http://t.cn/anLqsY 我就是用这个瘦了24斤，减肥感受：很健康也不需要绝食！很适合我这种懒人",FALSE,5027,8,2011/8/17 21:57
528,丰色木木0028,葵支我喜欢拉梦伙食标准@齐中国女足3:充旁推荐好为视衬中国女足硬傻军雪 //@#婚姻法新解释惹争议#型:刊准考证号太删卡扎菲Q //@检别O：收下了冒群蛋视轧,FALSE,2011/8/22 15:09,0,0,Reng妍瑛,"真是无法想象以前胖子的生活，自从上次我减肥成功后，很多人都来问我如何减肥成功的,我的QQ已经被加爆满了，开个微博分享下我的减肥经验,其实很简单http://t.cn/anLqsY 我就是用这个瘦了24斤，减肥感受：很健康也不需要绝食！很适合我这种懒人",FALSE,5027,8,2011/8/17 21:57
44,薄雾远中山,卡扎菲如此漠视啊！！！//@-刘亚伟-：：[抓狂] [怒骂] ：//@李和平律师：//@xiangxiang香香:[抓狂] [围观] // @FOR_COURAGE ：还要指望纪委查一查，党抓一抓吗？想被失踪吗？//：[怒] [抓狂] // @薄雾远中山 ：曹绍明，纪委要查查，一定有大问题，对民众如此冷漠的官，定腐败,FALSE,2011/8/22 15:06,0,0,金铃妻子,"原告伪造证据,屯溪区人民法院曹韶明法官庭审隐瞒真相,强制调解原告胜诉.我们在安徽省高级人民法院举报网站反映二百多次,至今没有处理结果.详情;百度搜索[屯溪区人民法院曹韶明遗产门],屯溪区人民法院曹韶明只要你当一天法官我就告你一天.!!http://t.cn/aOhQf1",FALSE,1173,132,2011/8/3 10:00
59,薄雾远中山,卡扎菲如此漠视啊！！！//@-刘亚伟-：：[抓狂] [怒骂] ：//@李和平律师：//@xiangxiang香香:[抓狂] [围观] // @FOR_COURAGE ：还要指望纪委查一查，党抓一抓吗？想被失踪吗？//：[怒] [抓狂] // @薄雾远中山 ：曹绍明，纪委要查查，一定有大问题，对民众如此冷漠的官，定腐败,FALSE,2011/8/22 15:06,0,0,金铃妻子,"原告伪造证据,屯溪区人民法院曹韶明法官庭审隐瞒真相,强制调解原告胜诉.我们在安徽省高级人民法院举报网站反映二百多次,至今没有处理结果.详情;百度搜索[屯溪区人民法院曹韶明遗产门],屯溪区人民法院曹韶明只要你当一天法官我就告你一天.!!http://t.cn/aOhQf1",FALSE,1173,132,2011/8/3 10:00
74,薄雾远中山,卡扎菲如此漠视啊！！！//@-刘亚伟-：：[抓狂] [怒骂] ：//@李和平律师：//@xiangxiang香香:[抓狂] [围观] // @FOR_COURAGE ：还要指望纪委查一查，党抓一抓吗？想被失踪吗？//：[怒] [抓狂] // @薄雾远中山 ：曹绍明，纪委要查查，一定有大问题，对民众如此冷漠的官，定腐败,FALSE,2011/8/22 15:06,0,0,金铃妻子,"原告伪造证据,屯溪区人民法院曹韶明法官庭审隐瞒真相,强制调解原告胜诉.我们在安徽省高级人民法院举报网站反映二百多次,至今没有处理结果.详情;百度搜索[屯溪区人民法院曹韶明遗产门],屯溪区人民法院曹韶明只要你当一天法官我就告你一天.!!http://t.cn/aOhQf1",FALSE,1173,132,2011/8/3 10:00
89,薄雾远中山,卡扎菲如此漠视啊！！！//@-刘亚伟-：：[抓狂] [怒骂] ：//@李和平律师：//@xiangxiang香香:[抓狂] [围观] // @FOR_COURAGE ：还要指望纪委查一查，党抓一抓吗？想被失踪吗？//：[怒] [抓狂] // @薄雾远中山 ：曹绍明，纪委要查查，一定有大问题，对民众如此冷漠的官，定腐败,FALSE,2011/8/22 15:06,0,0,金铃妻子,"原告伪造证据,屯溪区人民法院曹韶明法官庭审隐瞒真相,强制调解原告胜诉.我们在安徽省高级人民法院举报网站反映二百多次,至今没有处理结果.详情;百度搜索[屯溪区人民法院曹韶明遗产门],屯溪区人民法院曹韶明只要你当一天法官我就告你一天.!!http://t.cn/aOhQf1",FALSE,1173,132,2011/8/3 10:00
290,jnzxf水晶球,人民不会永远被欺负的，卡扎菲都看到了。,FALSE,2011/8/22 15:07,0,0,星语星愿_001,我是江苏苏州戈觉平的妻子，一张令人心酸的照片，老公被枫桥街道书记徐建良毒打昏过去后十六岁女儿抱着她爸爸的头痛哭喊着爸爸你不要丢下我们!！在没有任何合法拆迁手续情况下，多次恐吓威胁逼迫我们离家出走07年7月25号半夜书记利用黑恶势力把我家房和全部财产毁成废墟。讨要说法反被书记打成人体轻伤,FALSE,842,193,2011/7/26 17:50
304,jnzxf水晶球,人民不会永远被欺负的，卡扎菲都看到了。,FALSE,2011/8/22 15:07,0,0,星语星愿_001,我是江苏苏州戈觉平的妻子，一张令人心酸的照片，老公被枫桥街道书记徐建良毒打昏过去后十六岁女儿抱着她爸爸的头痛哭喊着爸爸你不要丢下我们!！在没有任何合法拆迁手续情况下，多次恐吓威胁逼迫我们离家出走07年7月25号半夜书记利用黑恶势力把我家房和全部财产毁成废墟。讨要说法反被书记打成人体轻伤,FALSE,842,193,2011/7/26 17:50
318,jnzxf水晶球,人民不会永远被欺负的，卡扎菲都看到了。,FALSE,2011/8/22 15:07,0,0,星语星愿_001,我是江苏苏州戈觉平的妻子，一张令人心酸的照片，老公被枫桥街道书记徐建良毒打昏过去后十六岁女儿抱着她爸爸的头痛哭喊着爸爸你不要丢下我们!！在没有任何合法拆迁手续情况下，多次恐吓威胁逼迫我们离家出走07年7月25号半夜书记利用黑恶势力把我家房和全部财产毁成废墟。讨要说法反被书记打成人体轻伤,FALSE,842,193,2011/7/26 17:50
337,jnzxf水晶球,人民不会永远被欺负的，卡扎菲都看到了。,FALSE,2011/8/22 15:07,0,0,星语星愿_001,我是江苏苏州戈觉平的妻子，一张令人心酸的照片，老公被枫桥街道书记徐建良毒打昏过去后十六岁女儿抱着她爸爸的头痛哭喊着爸爸你不要丢下我们!！在没有任何合法拆迁手续情况下，多次恐吓威胁逼迫我们离家出走07年7月25号半夜书记利用黑恶势力把我家房和全部财产毁成废墟。讨要说法反被书记打成人体轻伤,FALSE,842,193,2011/7/26 17:50
350,jnzxf水晶球,人民不会永远被欺负的，卡扎菲都看到了。,FALSE,2011/8/22 15:07,0,0,星语星愿_001,我是江苏苏州戈觉平的妻子，一张令人心酸的照片，老公被枫桥街道书记徐建良毒打昏过去后十六岁女儿抱着她爸爸的头痛哭喊着爸爸你不要丢下我们!！在没有任何合法拆迁手续情况下，多次恐吓威胁逼迫我们离家出走07年7月25号半夜书记利用黑恶势力把我家房和全部财产毁成废墟。讨要说法反被书记打成人体轻伤,FALSE,842,193,2011/7/26 17:50
363,jnzxf水晶球,人民不会永远被欺负的，卡扎菲都看到了。,FALSE,2011/8/22 15:07,0,0,星语星愿_001,我是江苏苏州戈觉平的妻子，一张令人心酸的照片，老公被枫桥街道书记徐建良毒打昏过去后十六岁女儿抱着她爸爸的头痛哭喊着爸爸你不要丢下我们!！在没有任何合法拆迁手续情况下，多次恐吓威胁逼迫我们离家出走07年7月25号半夜书记利用黑恶势力把我家房和全部财产毁成废墟。讨要说法反被书记打成人体轻伤,FALSE,842,193,2011/7/26 17:50
376,jnzxf水晶球,人民不会永远被欺负的，卡扎菲都看到了。,FALSE,2011/8/22 15:07,0,0,星语星愿_001,我是江苏苏州戈觉平的妻子，一张令人心酸的照片，老公被枫桥街道书记徐建良毒打昏过去后十六岁女儿抱着她爸爸的头痛哭喊着爸爸你不要丢下我们!！在没有任何合法拆迁手续情况下，多次恐吓威胁逼迫我们离家出走07年7月25号半夜书记利用黑恶势力把我家房和全部财产毁成废墟。讨要说法反被书记打成人体轻伤,FALSE,842,193,2011/7/26 17:50
1,王云岭,自由利比亚电视台今天发布官方指示：呼吁不要损害被捕的卡扎菲支持者的人格尊严....“他们也像你一样是利比亚人，他的尊严源于你的尊重。对他们来说，被捕带来的耻辱已经足够了”http://t.cn/amhsCt 卡扎菲当时说要像消灭老鼠一样消灭反对派，而现在的反对派命令士兵要有尊严地对待他的家属。,TRUE,2011/8/22 15:06,0,0,无,无,TRUE,0,0,2000/1/1 0:00
2,大头雄鹰,#利比亚#墙倒众人推，破鼓万人锤，利比亚是不是由卡扎菲领导已经不重要。接下来各种角色才开始粉墨登场，或许角力才刚刚开始。,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
4,红K线内参,路透社5分钟前最新消息：卡扎菲已被其卫队枪毙 http://t.cn/amhsSF,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
5,伊悠语梦,原来卡扎菲是个人啊???,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
7,烂柯一梦,可恶的美国佬，可怜的卡扎菲！,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
8,涅磐89,#卡扎菲# 利比亚就像是一个小区，卡扎菲是物管，反对派是业主，当业主成功的将物管驱逐 出小区，新来的物管难道会比前任物管做得更好吗？可怜的利比亚人民可能过得还不如以前的生活。,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
9,馨若水乐园,利比亚战事就要结束了吗？卡扎菲已经穷途末路了吗? 欧美的拳头就此收住了吗？非也！     强取豪夺！狗急跳墙！国际正义在哪？叙利亚是下一个羔羊！,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
10,杂谈国际时事头条,如我以前的微博预言，卡扎菲马上就将面临和萨达姆类似的下场。他最得力的二儿子赛义夫已经落在反对派手里，估计等待他的就是死路一条。现在唯一的悬念是卡扎菲在哪里，但我估计他已经孤家寡人，当囚犯是迟早的事。运气好就在国际法庭的监狱里渡过余生。运气不好就是反对派的枪下鬼。,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
11,飞鸟钟鸣,卡扎菲不知道要带着帐篷住哪里去了?可怜的家伙!哈哈...,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
13,喇叭吹吹,齐鲁晚报：逆势而动让卡扎菲沦为孤家寡人 http://t.cn/anknme  （分享自 @新浪评论）  美国的下个目标：叙利亚,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
14,夜猫1101,今天才知道原来利比亚的国旗是一片纯绿色，太环保，太会省事了。。冲这个，卡扎菲你也要挺住！,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
16,-_kim_-,这“卡扎菲被击毙”的照片怎么那么像今年击杀拉登助手的照片呢？巧合？大家转发之前动动脑子好不好。。。,TRUE,2011/8/22 15:06,0,0,无,无,TRUE,0,0,2000/1/1 0:00
17,seagull的生活,卡扎菲，早知现在，何必当初呢？今夜你要唱什么歌？,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
19,王云岭,自由利比亚电视台今天发布官方指示：呼吁不要损害被捕的卡扎菲支持者的人格尊严....“他们也像你一样是利比亚人，他的尊严源于你的尊重。对他们来说，被捕带来的耻辱已经足够了”http://t.cn/amhsCt 卡扎菲当时说要像消灭老鼠一样消灭反对派，而现在的反对派命令士兵要有尊严地对待他的家属。,TRUE,2011/8/22 15:06,0,0,无,无,TRUE,0,0,2000/1/1 0:00
20,大头雄鹰,#利比亚#墙倒众人推，破鼓万人锤，利比亚是不是由卡扎菲领导已经不重要。接下来各种角色才开始粉墨登场，或许角力才刚刚开始。,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
22,红K线内参,路透社5分钟前最新消息：卡扎菲已被其卫队枪毙 http://t.cn/amhsSF,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
23,伊悠语梦,原来卡扎菲是个人啊???,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
25,烂柯一梦,可恶的美国佬，可怜的卡扎菲！,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
26,涅磐89,#卡扎菲# 利比亚就像是一个小区，卡扎菲是物管，反对派是业主，当业主成功的将物管驱逐 出小区，新来的物管难道会比前任物管做得更好吗？可怜的利比亚人民可能过得还不如以前的生活。,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
27,馨若水乐园,利比亚战事就要结束了吗？卡扎菲已经穷途末路了吗? 欧美的拳头就此收住了吗？非也！     强取豪夺！狗急跳墙！国际正义在哪？叙利亚是下一个羔羊！,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
28,杂谈国际时事头条,如我以前的微博预言，卡扎菲马上就将面临和萨达姆类似的下场。他最得力的二儿子赛义夫已经落在反对派手里，估计等待他的就是死路一条。现在唯一的悬念是卡扎菲在哪里，但我估计他已经孤家寡人，当囚犯是迟早的事。运气好就在国际法庭的监狱里渡过余生。运气不好就是反对派的枪下鬼。,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
29,飞鸟钟鸣,卡扎菲不知道要带着帐篷住哪里去了?可怜的家伙!哈哈...,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
31,喇叭吹吹,齐鲁晚报：逆势而动让卡扎菲沦为孤家寡人 http://t.cn/anknme  （分享自 @新浪评论）  美国的下个目标：叙利亚,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
32,夜猫1101,今天才知道原来利比亚的国旗是一片纯绿色，太环保，太会省事了。。冲这个，卡扎菲你也要挺住！,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
34,-_kim_-,这“卡扎菲被击毙”的照片怎么那么像今年击杀拉登助手的照片呢？巧合？大家转发之前动动脑子好不好。。。,TRUE,2011/8/22 15:06,0,0,无,无,TRUE,0,0,2000/1/1 0:00
35,seagull的生活,卡扎菲，早知现在，何必当初呢？今夜你要唱什么歌？,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
37,逆风飞扬74,#蓝精灵#  #卡扎菲#  夏季一起来哈皮！快来瞧瞧吧！ http://t.cn/amhsni,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
39,更的的世界,反對派士兵最終進入首都的途中幾乎沒遇到什麼抵抗。圖為反對派士兵將親卡紮菲部隊擊退後，在的黎波裡附近小鎮瑪亞(Maia)，一名男子揮舞著利比亞反對派旗幟慶祝。,FALSE,2011/8/22 15:06,0,0,无,无,FALSE,0,0,2000/1/1 0:00
